Material,Level,Base Damage,,Nirnhoned Damage
12Normal,12Fine,12Superior,12Epic,12Legendary,12Normal,12Fine,12Superior,12Epic,12Legendary
rowspan=7 |Iron/ Maple,1,198 (white) / 240 (green) / 282 (blue) / 324 (purple) / 366 (gold),219 (white) / 268 (green) / 318 (blue) / 369 (purple) / 420 (gold)
4,254 (white) / 296 (green) / 338 (blue) / 380 (purple) / 422 (gold),281 (white) / 331 (green) / 381 (blue) / 433 (purple) / 485 (gold)
6,296 (white) / 338 (green) / 380 (blue) / 422 (purple) / 464 (gold),328 (white) / 378 (green) / 429 (blue) / 481 (purple) / 533 (gold)
8,324 (white) / 366 (green) / 408 (blue) / 450 (purple) / 492 (gold),359 (white) / 409 (green) / 461 (blue) / 513 (purple) / 565 (gold)
10,352 (white) / 394 (green) / 436 (blue) / 478 (purple) / 520 (gold),390 (white) / 441 (green) / 492 (blue) / 544 (purple) / 598 (gold)
12,380 (white) / 422 (green) / 464 (blue) / 506 (purple) / 548 (gold),421 (white) / 472 (green) / 524 (blue) / 576 (purple) / 630 (gold)
14,408 (white) / 450 (green) / 492 (blue) / 534 (purple) / 576 (gold),452 (white) / 504 (green) / 555 (blue) / 608 (purple) / 662 (gold)
rowspan=5 |Steel/ Oak,16,436 (white) / 478 (green) / 520 (blue) / 562 (purple) / 604 (gold),483 (white) / 535 (green) / 587 (blue) / 640 (purple) / 694 (gold)
18,464 (white) / 506 (green) / 548 (blue) / 590 (purple) / 632 (gold),515 (white) / 566 (green) / 619 (blue) / 672 (purple) / 726 (gold)
20,492 (white) / 534 (green) / 576 (blue) / 618 (purple) / 660 (gold),546 (white) / 598 (green) / 650 (blue) / 704 (purple) / 759 (gold)
22,520 (white) / 562 (green) / 604 (blue) / 646 (purple) / 688 (gold),577 (white) / 629 (green) / 682 (blue) / 736 (purple) / 791 (gold)
24,548 (white) / 590 (green) / 632 (blue) / 674 (purple) / 716 (gold),608 (white) / 660 (green) / 714 (blue) / 768 (purple) / 823 (gold)
rowspan=5 |Orichalcum/ Birch,26,576 (white) / 618 (green) / 660 (blue) / 702 (purple) / 744 (gold),639 (white) / 692 (green) / 745 (blue) / 800 (purple) / 855 (gold)
28,604 (white) / 646 (green) / 688 (blue) / 730 (purple) / 772 (gold),670 (white) / 723 (green) / 777 (blue) / 832 (purple) / 887 (gold)
30,632 (white) / 674 (green) / 716 (blue) / 758 (purple) / 800 (gold),701 (white) / 754 (green) / 809 (blue) / 864 (purple) / 920 (gold)
32,660 (white) / 702 (green) / 744 (blue) / 786 (purple) / 828 (gold),732 (white) / 786 (green) / 840 (blue) / 896 (purple) / 952 (gold)
34,688 (white) / 730 (green) / 772 (blue) / 814 (purple) / 856 (gold),763 (white) / 817 (green) / 872 (blue) / 927 (purple) / 984 (gold)
rowspan=5 |Dwarven/ Hickory,36,716 (white) / 758 (green) / 800 (blue) / 842 (purple) / 884 (gold),794 (white) / 848 (green) / 904 (blue) / 959 (purple) / 1016 (gold)
38,744 (white) / 786 (green) / 828 (blue) / 870 (purple) / 912 (gold),825 (white) / 880 (green) / 935 (blue) / 991 (purple) / 1048 (gold)
40,772 (white) / 814 (green) / 856 (blue) / 898 (purple) / 940 (gold),856 (white) / 911 (green) / 967 (blue) / 1023 (purple) / 1081 (gold)
42,800 (white) / 842 (green) / 884 (blue) / 926 (purple) / 968 (gold),888 (white) / 943 (green) / 998 (blue) / 1055 (purple) / 1113 (gold)
44,828 (white) / 870 (green) / 912 (blue) / 954 (purple) / 996 (gold),919 (white) / 974 (green) / 1030 (blue) / 1087 (purple) / 1145 (gold)
rowspan=3 |Ebony/ Ash,46,856 (white) / 898 (green) / 940 (blue) / 982 (purple) / 1024 (gold),950 (white) / 1005 (green) / 1062 (blue) / 1119 (purple) / 1177 (gold)
48,884 (white) / 926 (green) / 968 (blue) / 1010 (purple) / 1052 (gold),981 (white) / 1037 (green) / 1093 (blue) / 1151 (purple) / 1209 (gold)
50,912 (white) / 954 (green) / 996 (blue) / 1038 (purple) / 1080 (gold),1012 (white) / 1068 (green) / 1125 (blue) / 1183 (purple) / 1242 (gold)
rowspan=3 |Calcinium/ Yew,CP10,912 (white) / 954 (green) / 996 (blue) / 1024 (purple) / 1066 (gold),1012 (white) / 1068 (green) / 1125 (blue) / 1167 (purple) / 1225 (gold)
CP20,940 (white) / 982 (green) / 1024 (blue) / 1052 (purple) / 1094 (gold),1043 (white) / 1099 (green) / 1157 (blue) / 1199 (purple) / 1258 (gold)
CP30,954 (white) / 996 (green) / 1038 (blue) / 1066 (purple) / 1108 (gold),1058 (white) / 1115 (green) / 1172 (blue) / 1215 (purple) / 1274 (gold)
rowspan=3 |Galatite/ Beech,CP40,982 (white) / 1024 (green) / 1066 (blue) / 1094 (purple) / 1136 (gold),1090 (white) / 1146 (green) / 1204 (blue) / 1247 (purple) / 1306 (gold)
CP50,996 (white) / 1038 (green) / 1080 (blue) / 1108 (purple) / 1150 (gold),1105 (white) / 1162 (green) / 1220 (blue) / 1263 (purple) / 1322 (gold)
CP60,1024 (white) / 1066 (green) / 1108 (blue) / 1136 (purple) / 1178 (gold),1136 (white) / 1193 (green) / 1252 (blue) / 1295 (purple) / 1354 (gold)
rowspan=2 |Quicksilver/ Mahogany,CP70,1038 (white) / 1080 (green) / 1122 (blue) / 1150 (purple) / 1192 (gold),1152 (white) / 1209 (green) / 1267 (blue) / 1311 (purple) / 1370 (gold)
