7Normal,7Fine,7Superior,7Epic,7Legendary
Old Item Type,New Item Type,Level,Max Magicka
Garnet,Pewter,1,30 (white) / 60 (green) / 90 (blue) / 120 (purple) / 150 (gold)
2,50 (white) / 80 (green) / 110 (blue) / 140 (purple) / 170 (gold)
3,60 (white) / 90 (green) / 120 (blue) / 150 (purple) / 180 (gold)
4,70 (white) / 100 (green) / 130 (blue) / 160 (purple) / 190 (gold)
5,90 (white) / 120 (green) / 150 (blue) / 180 (purple) / 210 (gold)
6,100 (white) / 130 (green) / 160 (blue) / 190 (purple) / 220 (gold)
7,110 (white) / 140 (green) / 170 (blue) / 200 (purple) / 230 (gold)
8,120 (white) / 150 (green) / 180 (blue) / 210 (purple) / 240 (gold)
9,130 (white) / 160 (green) / 190 (blue) / 220 (purple) / 250 (gold)
10,140 (white) / 170 (green) / 200 (blue) / 230 (purple) / 260 (gold)
11,150 (white) / 180 (green) / 210 (blue) / 240 (purple) / 270 (gold)
12,160 (white) / 190 (green) / 220 (blue) / 250 (purple) / 280 (gold)
13,170 (white) / 200 (green) / 230 (blue) / 260 (purple) / 290 (gold)
14,180 (white) / 210 (green) / 240 (blue) / 270 (purple) / 300 (gold)
15,190 (white) / 220 (green) / 250 (blue) / 280 (purple) / 310 (gold)
Amethyst,16,200 (white) / 230 (green) / 260 (blue) / 290 (purple) / 320 (gold)
17,210 (white) / 240 (green) / 270 (blue) / 300 (purple) / 330 (gold)
18,220 (white) / 250 (green) / 280 (blue) / 310 (purple) / 340 (gold)
19,230 (white) / 260 (green) / 290 (blue) / 320 (purple) / 350 (gold)
20,240 (white) / 270 (green) / 300 (blue) / 330 (purple) / 360 (gold)
21,250 (white) / 280 (green) / 310 (blue) / 340 (purple) / 370 (gold)
22,260 (white) / 290 (green) / 320 (blue) / 350 (purple) / 380 (gold)
23,270 (white) / 300 (green) / 330 (blue) / 360 (purple) / 390 (gold)
24,280 (white) / 310 (green) / 340 (blue) / 370 (purple) / 400 (gold)
25,290 (white) / 320 (green) / 350 (blue) / 380 (purple) / 410 (gold)
Turquoise,Copper,26,300 (white) / 330 (green) / 360 (blue) / 390 (purple) / 420 (gold)
27,310 (white) / 340 (green) / 370 (blue) / 400 (purple) / 430 (gold)
28,320 (white) / 350 (green) / 380 (blue) / 410 (purple) / 440 (gold)
29,330 (white) / 360 (green) / 390 (blue) / 420 (purple) / 450 (gold)
30,340 (white) / 370 (green) / 400 (blue) / 430 (purple) / 460 (gold)
31,350 (white) / 380 (green) / 410 (blue) / 440 (purple) / 470 (gold)
32,360 (white) / 390 (green) / 420 (blue) / 450 (purple) / 480 (gold)
33,370 (white) / 400 (green) / 430 (blue) / 460 (purple) / 490 (gold)
34,380 (white) / 410 (green) / 440 (blue) / 470 (purple) / 500 (gold)
35,390 (white) / 420 (green) / 450 (blue) / 480 (purple) / 510 (gold)
Emerald,36,400 (white) / 430 (green) / 460 (blue) / 490 (purple) / 520 (gold)
37,410 (white) / 440 (green) / 470 (blue) / 500 (purple) / 530 (gold)
38,420 (white) / 450 (green) / 480 (blue) / 510 (purple) / 540 (gold)
39,430 (white) / 460 (green) / 490 (blue) / 520 (purple) / 550 (gold)
40,440 (white) / 470 (green) / 500 (blue) / 530 (purple) / 560 (gold)
41,450 (white) / 480 (green) / 510 (blue) / 540 (purple) / 570 (gold)
42,460 (white) / 490 (green) / 520 (blue) / 550 (purple) / 580 (gold)
43,470 (white) / 500 (green) / 530 (blue) / 560 (purple) / 590 (gold)
44,480 (white) / 510 (green) / 540 (blue) / 570 (purple) / 600 (gold)
45,490 (white) / 520 (green) / 550 (blue) / 580 (purple) / 610 (gold)
Ruby,46,500 (white) / 530 (green) / 560 (blue) / 590 (purple) / 620 (gold)
47,510 (white) / 540 (green) / 570 (blue) / 600 (purple) / 630 (gold)
48,520 (white) / 550 (green) / 580 (blue) / 610 (purple) / 640 (gold)
49,530 (white) / 560 (green) / 590 (blue) / 620 (purple) / 650 (gold)
50,540 (white) / 570 (green) / 600 (blue) / 630 (purple) / 660 (gold)
Silver,CP10,540 (white) / 570 (green) / 600 (blue) / 620 (purple) / 650 (gold)
CP20,560 (white) / 590 (green) / 620 (blue) / 640 (purple) / 670 (gold)
CP30,570 (white) / 600 (green) / 630 (blue) / 650 (purple) / 680 (gold)
CP40,590 (white) / 620 (green) / 650 (blue) / 670 (purple) / 700 (gold)
CP50,600 (white) / 630 (green) / 660 (blue) / 680 (purple) / 710 (gold)
CP60,620 (white) / 650 (green) / 680 (blue) / 700 (purple) / 730 (gold)
Diamond,CP70,630 (white) / 660 (green) / 690 (blue) / 710 (purple) / 740 (gold)
Electrum,CP80,650 (white) / 680 (green) / 710 (blue) / 730 (purple) / 760 (gold)
CP90,660 (white) / 690 (green) / 720 (blue) / 740 (purple) / 770 (gold)
CP100,680 (white) / 710 (green) / 740 (blue) / 760 (purple) / 790 (gold)
CP110,690 (white) / 720 (green) / 750 (blue) / 770 (purple) / 800 (gold)
CP120,710 (white) / 740 (green) / 770 (blue) / 790 (purple) / 820 (gold)
CP130,720 (white) / 750 (green) / 780 (blue) / 800 (purple) / 830 (gold)
CP140,740 (white) / 770 (green) / 800 (blue) / 820 (purple) / 850 (gold)
Platinum,CP150,750 (white) / 780 (green) / 810 (blue) / 830 (purple) / 860 (gold)
CP160,760 (white) / 790 (green) / 820 (blue) / 840 (purple) / 870 (gold)
