7Normal,7Fine,7Superior,7Epic,7Legendary
Item Type,Level,Increase Resistances
Pewter,1,144 (white) / 244 (green) / 284 (blue) / 344 (purple) / 404 (gold)
4,224 (white) / 304 (green) / 344 (blue) / 404 (purple) / 464 (gold)
6,264 (white) / 344 (green) / 384 (blue) / 444 (purple) / 504 (gold)
8,304 (white) / 384 (green) / 424 (blue) / 484 (purple) / 544 (gold)
10,344 (white) / 424 (green) / 464 (blue) / 524 (purple) / 584 (gold)
12,384 (white) / 464 (green) / 504 (blue) / 564 (purple) / 624 (gold)
14,424 (white) / 504 (green) / 544 (blue) / 604 (purple) / 664 (gold)
16,464 (white) / 544 (green) / 584 (blue) / 644 (purple) / 704 (gold)
18,504 (white) / 584 (green) / 624 (blue) / 684 (purple) / 744 (gold)
20,544 (white) / 624 (green) / 664 (blue) / 724 (purple) / 784 (gold)
22,584 (white) / 664 (green) / 704 (blue) / 764 (purple) / 824 (gold)
24,624 (white) / 704 (green) / 744 (blue) / 804 (purple) / 864 (gold)
Copper,26,664 (white) / 744 (green) / 784 (blue) / 844 (purple) / 904 (gold)
28,704 (white) / 784 (green) / 824 (blue) / 884 (purple) / 944 (gold)
30,744 (white) / 824 (green) / 864 (blue) / 924 (purple) / 984 (gold)
32,784 (white) / 864 (green) / 904 (blue) / 964 (purple) / 1024 (gold)
34,824 (white) / 904 (green) / 944 (blue) / 1004 (purple) / 1064 (gold)
36,864 (white) / 944 (green) / 984 (blue) / 1044 (purple) / 1104 (gold)
38,904 (white) / 984 (green) / 1024 (blue) / 1084 (purple) / 1144 (gold)
40,944 (white) / 1024 (green) / 1064 (blue) / 1124 (purple) / 1184 (gold)
42,984 (white) / 1064 (green) / 1104 (blue) / 1164 (purple) / 1224 (gold)
44,1024 (white) / 1104 (green) / 1144 (blue) / 1204 (purple) / 1264 (gold)
46,1064 (white) / 1144 (green) / 1184 (blue) / 1244 (purple) / 1304 (gold)
48,1104 (white) / 1184 (green) / 1224 (blue) / 1284 (purple) / 1344 (gold)
50,1144 (white) / 1224 (green) / 1264 (blue) / 1324 (purple) / 1384 (gold)
Silver,CP10,1184 (white) / 1224 (green) / 1304 (blue) / 1364 (purple) / 1404 (gold)
CP20,1224 (white) / 1264 (green) / 1344 (blue) / 1404 (purple) / 1444 (gold)
CP30,1244 (white) / 1284 (green) / 1364 (blue) / 1424 (purple) / 1464 (gold)
CP40,1284 (white) / 1324 (green) / 1404 (blue) / 1464 (purple) / 1504 (gold)
CP50,1304 (white) / 1344 (green) / 1424 (blue) / 1484 (purple) / 1524 (gold)
CP60,1344 (white) / 1384 (green) / 1464 (blue) / 1524 (purple) / 1564 (gold)
CP70,1364 (white) / 1404 (green) / 1484 (blue) / 1544 (purple) / 1584 (gold)
Electrum,CP80,1404 (white) / 1444 (green) / 1524 (blue) / 1584 (purple) / 1624 (gold)
CP90,1424 (white) / 1464 (green) / 1544 (blue) / 1604 (purple) / 1644 (gold)
CP100,1464 (white) / 1504 (green) / 1584 (blue) / 1644 (purple) / 1684 (gold)
CP110,1484 (white) / 1524 (green) / 1604 (blue) / 1664 (purple) / 1704 (gold)
CP120,1524 (white) / 1564 (green) / 1644 (blue) / 1704 (purple) / 1744 (gold)
CP130,1544 (white) / 1584 (green) / 1664 (blue) / 1724 (purple) / 1764 (gold)
CP140,1584 (white) / 1624 (green) / 1704 (blue) / 1764 (purple) / 1804 (gold)
Platinum,CP150,1604 (white) / 1644 (green) / 1724 (blue) / 1784 (purple) / 1824 (gold)
CP160,1053 (white) / 1091 (green) / 1128 (blue) / 1153 (purple) / 1190 (gold)
