Quality,6Normal,6Fine,6Superior,6Epic,6Legendary
Spell / Weapon Critical
Bonus Range,19-726 (white) / 48-755 (green) / 77-784 (blue) / 106-804 (purple) / 135-833 (gold)
Item Level,1,19 (white) / 48 (green) / 77 (blue) / 106 (purple) / 135 (gold)
4,58 (white) / 87 (green) / 116 (blue) / 145 (purple) / 174 (gold)
6,87 (white) / 116 (green) / 145 (blue) / 174 (purple) / 203 (gold)
8,106 (white) / 135 (green) / 164 (blue) / 193 (purple) / 222 (gold)
10,125 (white) / 155 (green) / 184 (blue) / 213 (purple) / 242 (gold)
12,145 (white) / 174 (green) / 203 (blue) / 232 (purple) / 261 (gold)
14,164 (white) / 193 (green) / 222 (blue) / 251 (purple) / 281 (gold)
16,184 (white) / 213 (green) / 242 (blue) / 271 (purple) / 300 (gold)
18,203 (white) / 232 (green) / 261 (blue) / 290 (purple) / 319 (gold)
20,222 (white) / 251 (green) / 281 (blue) / 310 (purple) / 339 (gold)
22,242 (white) / 271 (green) / 300 (blue) / 329 (purple) / 358 (gold)
24,261 (white) / 290 (green) / 319 (blue) / 348 (purple) / 377 (gold)
26,281 (white) / 310 (green) / 339 (blue) / 368 (purple) / 397 (gold)
28,300 (white) / 329 (green) / 358 (blue) / 387 (purple) / 416 (gold)
30,319 (white) / 348 (green) / 377 (blue) / 406 (purple) / 436 (gold)
32,339 (white) / 368 (green) / 397 (blue) / 426 (purple) / 455 (gold)
34,358 (white) / 387 (green) / 416 (blue) / 445 (purple) / 474 (gold)
36,377 (white) / 406 (green) / 436 (blue) / 465 (purple) / 494 (gold)
38,397 (white) / 426 (green) / 455 (blue) / 484 (purple) / 513 (gold)
40,416 (white) / 445 (green) / 474 (blue) / 503 (purple) / 532 (gold)
42,436 (white) / 465 (green) / 494 (blue) / 523 (purple) / 552 (gold)
44,455 (white) / 484 (green) / 513 (blue) / 542 (purple) / 571 (gold)
46,474 (white) / 503 (green) / 532 (blue) / 562 (purple) / 591 (gold)
48,494 (white) / 523 (green) / 552 (blue) / 581 (purple) / 610 (gold)
50,513 (white) / 542 (green) / 571 (blue) / 600 (purple) / 629 (gold)
CP10,513 (white) / 542 (green) / 571 (blue) / 591 (purple) / 620 (gold)
CP20,532 (white) / 562 (green) / 591 (blue) / 610 (purple) / 639 (gold)
CP30,542 (white) / 571 (green) / 600 (blue) / 620 (purple) / 649 (gold)
CP40,562 (white) / 591 (green) / 620 (blue) / 639 (purple) / 668 (gold)
CP50,571 (white) / 600 (green) / 629 (blue) / 649 (purple) / 678 (gold)
CP60,591 (white) / 620 (green) / 649 (blue) / 668 (purple) / 697 (gold)
CP70,600 (white) / 629 (green) / 658 (blue) / 678 (purple) / 707 (gold)
CP80,620 (white) / 649 (green) / 678 (blue) / 697 (purple) / 726 (gold)
CP90,629 (white) / 658 (green) / 687 (blue) / 707 (purple) / 736 (gold)
CP100,649 (white) / 678 (green) / 707 (blue) / 726 (purple) / 755 (gold)
CP110,658 (white) / 687 (green) / 717 (blue) / 736 (purple) / 765 (gold)
CP120,678 (white) / 707 (green) / 736 (blue) / 755 (purple) / 784 (gold)
CP130,687 (white) / 717 (green) / 746 (blue) / 765 (purple) / 794 (gold)
CP140,707 (white) / 736 (green) / 765 (blue) / 784 (purple) / 813 (gold)
CP150,717 (white) / 746 (green) / 775 (blue) / 794 (purple) / 823 (gold)
CP160,726 (white) / 755 (green) / 784 (blue) / 804 (purple) / 833 (gold)
