Quality,6Normal,6Fine,6Superior,6Epic,6Legendary
Spell / Weapon Damage
Bonus Range,3-112 (white) / 7-117 (green) / 12-121 (blue) / 16-124 (purple) / 21-129 (gold)
Item Level,1,3 (white) / 7 (green) / 12 (blue) / 16 (purple) / 21 (gold)
4,9 (white) / 13 (green) / 18 (blue) / 22 (purple) / 27 (gold)
6,13 (white) / 18 (green) / 22 (blue) / 27 (purple) / 31 (gold)
8,16 (white) / 21 (green) / 25 (blue) / 30 (purple) / 34 (gold)
10,19 (white) / 24 (green) / 28 (blue) / 33 (purple) / 37 (gold)
12,22 (white) / 27 (green) / 31 (blue) / 36 (purple) / 40 (gold)
14,25 (white) / 30 (green) / 34 (blue) / 39 (purple) / 43 (gold)
16,28 (white) / 33 (green) / 37 (blue) / 42 (purple) / 46 (gold)
18,31 (white) / 36 (green) / 40 (blue) / 45 (purple) / 49 (gold)
20,34 (white) / 39 (green) / 43 (blue) / 48 (purple) / 52 (gold)
22,37 (white) / 42 (green) / 46 (blue) / 51 (purple) / 55 (gold)
24,40 (white) / 45 (green) / 49 (blue) / 54 (purple) / 58 (gold)
26,43 (white) / 48 (green) / 52 (blue) / 57 (purple) / 61 (gold)
28,46 (white) / 51 (green) / 55 (blue) / 60 (purple) / 64 (gold)
30,49 (white) / 54 (green) / 58 (blue) / 63 (purple) / 67 (gold)
32,52 (white) / 57 (green) / 61 (blue) / 66 (purple) / 70 (gold)
34,55 (white) / 60 (green) / 64 (blue) / 69 (purple) / 73 (gold)
36,58 (white) / 63 (green) / 67 (blue) / 72 (purple) / 76 (gold)
38,61 (white) / 66 (green) / 70 (blue) / 75 (purple) / 79 (gold)
40,64 (white) / 69 (green) / 73 (blue) / 78 (purple) / 82 (gold)
42,67 (white) / 72 (green) / 76 (blue) / 81 (purple) / 85 (gold)
44,70 (white) / 75 (green) / 79 (blue) / 84 (purple) / 88 (gold)
46,73 (white) / 78 (green) / 82 (blue) / 87 (purple) / 91 (gold)
48,76 (white) / 81 (green) / 85 (blue) / 90 (purple) / 94 (gold)
50,79 (white) / 84 (green) / 88 (blue) / 93 (purple) / 97 (gold)
CP10,79 (white) / 84 (green) / 88 (blue) / 91 (purple) / 96 (gold)
CP20,82 (white) / 87 (green) / 91 (blue) / 94 (purple) / 99 (gold)
CP30,84 (white) / 88 (green) / 93 (blue) / 96 (purple) / 100 (gold)
CP40,87 (white) / 91 (green) / 96 (blue) / 99 (purple) / 103 (gold)
CP50,88 (white) / 93 (green) / 97 (blue) / 100 (purple) / 105 (gold)
CP60,91 (white) / 96 (green) / 100 (blue) / 103 (purple) / 108 (gold)
CP70,93 (white) / 97 (green) / 102 (blue) / 105 (purple) / 109 (gold)
CP80,96 (white) / 100 (green) / 105 (blue) / 108 (purple) / 112 (gold)
CP90,97 (white) / 102 (green) / 106 (blue) / 109 (purple) / 114 (gold)
CP100,100 (white) / 105 (green) / 109 (blue) / 112 (purple) / 117 (gold)
CP110,102 (white) / 106 (green) / 111 (blue) / 114 (purple) / 118 (gold)
CP120,105 (white) / 109 (green) / 114 (blue) / 117 (purple) / 121 (gold)
CP130,106 (white) / 111 (green) / 115 (blue) / 118 (purple) / 123 (gold)
CP140,109 (white) / 114 (green) / 118 (blue) / 121 (purple) / 126 (gold)
CP150,111 (white) / 115 (green) / 120 (blue) / 123 (purple) / 127 (gold)
CP160,112 (white) / 117 (green) / 121 (blue) / 124 (purple) / 129 (gold)
