Ashen Grip,2,,nowrap| ESO Alliances,Dominion=Beacon Falls in Auridon,Covenant=Par Molag in Glenumbra,Pact=Magmaflow Overlook in Stonefalls
Set Name,Traits Needed,Bonuses,Crafting Sites
Death's Wind,2,,nowrap| ESO Alliances,Dominion=Eastshore Islets Camp in Auridon,Covenant=Chill House in Glenumbra,Pact=Armature's Upheaval in Stonefalls
Night's Silence,2,,nowrap| ESO Alliances,Dominion=Hightide Keep in Auridon,Covenant=Mesanthano's Tower in Glenumbra,Pact=Steamfont Cavern in Stonefalls
Armor of the Seducer,3,,nowrap| ESO Alliances,Dominion=Temple of the Eight in Grahtwood,Covenant=Fisherman's Island in Stormhaven,Pact=Berezan's Mine in Deshaan
Torug's Pact,3,,nowrap| ESO Alliances,Dominion=Fisherman's Isle in Grahtwood,Covenant=Hammerdeath Workshop in Stormhaven,Pact=Lake Hlaalu Retreat in Deshaan
Twilight's Embrace,3,,nowrap| ESO Alliances,Dominion=Vineshade Lodge in Grahtwood,Covenant=Windridge Warehouse in Stormhaven,Pact=Avayan's Farm in Deshaan
Hist Bark,4,,nowrap| ESO Alliances,Dominion=Rootwatch Tower in Greenshade,Covenant=Trader's Rest in Rivenspire,Pact=Hatchling's Crown in Shadowfen
Magnus' Gift,4,,nowrap| ESO Alliances,Dominion=Arananga in Greenshade,Covenant=Veawend Ede in Rivenspire,Pact=Xal Haj-Ei Shrine in Shadowfen
Whitestrake's Retribution,4,,nowrap| ESO Alliances,Dominion=Lanalda Pond in Greenshade,Covenant=Westwind Lighthouse in Rivenspire,Pact=Weeping Wamasu Falls in Shadowfen
Alessia's Bulwark,5,,nowrap| ESO Alliances,Dominion=Chancel of Divine Entreaty in Malabal Tor,Covenant=Alezer Kotu in Alik'r Desert,Pact=Hammerhome in Eastmarch
Song of Lamae,5,,nowrap| ESO Alliances,Dominion=Sleepy Senche Overlook in Malabal Tor,Covenant=Rkulftzel in Alik'r Desert,Pact=Tinkerer Tobin's Workshop in Eastmarch
Vampire's Kiss,5,,nowrap| ESO Alliances,Dominion=Matthild's Last Venture in Malabal Tor,Covenant=Artisan's Oasis in Alik'r Desert,Pact=Crimson Kada's Crafting Cavern in Eastmarch
Hunding's Rage,6,,nowrap| ESO Alliances,Dominion=Broken Arch in Reaper's March,Covenant=Wethers' Cleft in Bangkorai,Pact=Trollslayer's Gully in The Rift
Night Mother's Gaze,6,,nowrap| ESO Alliances,Dominion=Old Town Cavern in Reaper's March,Covenant=Silaseli Ruins in Bangkorai,Pact=Eldbjorg's Hideaway in The Rift
Willow's Path,6,,nowrap| ESO Alliances,Dominion=Greenspeaker's Grove in Reaper's March,Covenant=Viridian Hideaway in Bangkorai,Pact=Smokefrost Vigil in The Rift
