Place,Boss,Set,Item Name
Rivenspire
Crypt of Hearts I,The Mage Master,Shroud of the Lich,Mage Master's Signet
Archmaster Siniel,Shroud of the Lich,Archmaster's Ritestaff
Uulkar Bonehand,Ebon Armory,Bonehand's Amulet
Death's Leviathan,Leviathan,Bonehammer
Dogas the Berserker,Leviathan,Pulsing Dremora Ring
Ebon Armory,Dremora Collar
Ilambris-Athor and Ilambris-Zaven,Leviathan,Athor's Sundering Voice
Shroud of the Lich,Zaven's Doomstaff
Place,Boss,Set,Item Name
Crypt of Hearts II,Ibelgast,Ebon Armory,Ibelgast's Promise
Ruzozuzalpamaz,Leviathan,Ruzozuzalpamaz's Charged Barb
Chamber Guardian,Leviathan,Band of Bone Cracking
Ilambris Amalgam,Ebon Armory,Mallet of the Devourer
Mezeluth,Shroud of the Lich,Mezeluth's Ring
Nerien'eth,Shroud of the Lich,Nerien'eth's Forsaken Staff
