12Normal,12Fine,12Superior,12Epic,12Legendary,12Normal,12Fine,12Superior,12Epic,12Legendary
Material,Level,Base Damage,,Nirnhoned Damage
rowspan=7 |Iron/ Maple,1,168 (white) / 204 (green) / 239 (blue) / 275 (purple) / 311 (gold),186 (white) / 228 (green) / 270 (blue) / 313 (purple) / 357 (gold)
4,215 (white) / 251 (green) / 287 (blue) / 323 (purple) / 358 (gold),238 (white) / 281 (green) / 324 (blue) / 368 (purple) / 411 (gold)
6,251 (white) / 287 (green) / 323 (blue) / 358 (purple) / 394 (gold),278 (white) / 321 (green) / 364 (blue) / 408 (purple) / 453 (gold)
8,275 (white) / 311 (green) / 346 (blue) / 382 (purple) / 418 (gold),305 (white) / 348 (green) / 390 (blue) / 435 (purple) / 480 (gold)
10,299 (white) / 334 (green) / 370 (blue) / 406 (purple) / 442 (gold),331 (white) / 374 (green) / 418 (blue) / 462 (purple) / 508 (gold)
12,323 (white) / 358 (green) / 394 (blue) / 430 (purple) / 465 (gold),358 (white) / 400 (green) / 445 (blue) / 490 (purple) / 534 (gold)
14,346 (white) / 382 (green) / 418 (blue) / 453 (purple) / 489 (gold),384 (white) / 427 (green) / 472 (blue) / 516 (purple) / 562 (gold)
rowspan=5 |Steel/ Oak,16,370 (white) / 406 (green) / 442 (blue) / 477 (purple) / 513 (gold),410 (white) / 454 (green) / 499 (blue) / 543 (purple) / 589 (gold)
18,394 (white) / 430 (green) / 465 (blue) / 501 (purple) / 537 (gold),437 (white) / 481 (green) / 525 (blue) / 571 (purple) / 617 (gold)
20,418 (white) / 453 (green) / 489 (blue) / 525 (purple) / 561 (gold),463 (white) / 507 (green) / 552 (blue) / 598 (purple) / 645 (gold)
22,442 (white) / 477 (green) / 513 (blue) / 549 (purple) / 584 (gold),490 (white) / 534 (green) / 579 (blue) / 625 (purple) / 671 (gold)
24,465 (white) / 501 (green) / 537 (blue) / 572 (purple) / 608 (gold),516 (white) / 561 (green) / 606 (blue) / 652 (purple) / 699 (gold)
rowspan=5 |Orichalcum/ Beech,26,489 (white) / 525 (green) / 561 (blue) / 596 (purple) / 632 (gold),542 (white) / 588 (green) / 633 (blue) / 679 (purple) / 726 (gold)
28,513 (white) / 549 (green) / 584 (blue) / 620 (purple) / 656 (gold),569 (white) / 614 (green) / 659 (blue) / 706 (purple) / 754 (gold)
30,537 (white) / 572 (green) / 608 (blue) / 644 (purple) / 680 (gold),596 (white) / 640 (green) / 687 (blue) / 734 (purple) / 782 (gold)
32,561 (white) / 596 (green) / 632 (blue) / 668 (purple) / 703 (gold),622 (white) / 667 (green) / 714 (blue) / 761 (purple) / 808 (gold)
34,584 (white) / 620 (green) / 656 (blue) / 691 (purple) / 727 (gold),648 (white) / 694 (green) / 741 (blue) / 787 (purple) / 836 (gold)
rowspan=5 |Dwarven/ Hickory,36,608 (white) / 644 (green) / 680 (blue) / 715 (purple) / 751 (gold),674 (white) / 721 (green) / 768 (blue) / 815 (purple) / 863 (gold)
38,632 (white) / 668 (green) / 703 (blue) / 739 (purple) / 775 (gold),701 (white) / 748 (green) / 794 (blue) / 842 (purple) / 891 (gold)
40,656 (white) / 691 (green) / 727 (blue) / 763 (purple) / 799 (gold),728 (white) / 773 (green) / 821 (blue) / 869 (purple) / 918 (gold)
42,680 (white) / 715 (green) / 751 (blue) / 787 (purple) / 822 (gold),754 (white) / 800 (green) / 848 (blue) / 897 (purple) / 945 (gold)
44,703 (white) / 739 (green) / 775 (blue) / 810 (purple) / 846 (gold),780 (white) / 827 (green) / 875 (blue) / 923 (purple) / 972 (gold)
rowspan=3 |Ebony/ Yew,46,727 (white) / 763 (green) / 799 (blue) / 834 (purple) / 870 (gold),806 (white) / 854 (green) / 902 (blue) / 950 (purple) / 1000 (gold)
48,751 (white) / 787 (green) / 822 (blue) / 858 (purple) / 894 (gold),833 (white) / 881 (green) / 928 (blue) / 978 (purple) / 1028 (gold)
50,775 (white) / 810 (green) / 846 (blue) / 882 (purple) / 918 (gold),860 (white) / 907 (green) / 955 (blue) / 1005 (purple) / 1055 (gold)
rowspan=3 |Calcinium/ Birch,CP10,775 (white) / 810 (green) / 846 (blue) / 870 (purple) / 906 (gold),860 (white) / 907 (green) / 955 (blue) / 991 (purple) / 1041 (gold)
CP20,799 (white) / 834 (green) / 870 (blue) / 894 (purple) / 929 (gold),886 (white) / 934 (green) / 983 (blue) / 1019 (purple) / 1068 (gold)
CP30,810 (white) / 846 (green) / 882 (blue) / 906 (purple) / 941 (gold),899 (white) / 947 (green) / 996 (blue) / 1032 (purple) / 1082 (gold)
rowspan=3 |Galatite/ Ash,CP40,834 (white) / 870 (green) / 906 (blue) / 929 (purple) / 965 (gold),925 (white) / 974 (green) / 1023 (blue) / 1059 (purple) / 1109 (gold)
CP50,846 (white) / 882 (green) / 918 (blue) / 941 (purple) / 977 (gold),939 (white) / 987 (green) / 1037 (blue) / 1072 (purple) / 1123 (gold)
CP60,870 (white) / 906 (green) / 941 (blue) / 965 (purple) / 1001 (gold),965 (white) / 1014 (green) / 1063 (blue) / 1100 (purple) / 1151 (gold)
rowspan=2 |Quicksilver/ Mahogany,CP70,882 (white) / 918 (green) / 953 (blue) / 977 (purple) / 1013 (gold),979 (white) / 1028 (green) / 1076 (blue) / 1113 (purple) / 1164 (gold)
CP80,906 (white) / 941 (green) / 977 (blue) / 1001 (purple) / 1037 (gold),1005 (white) / 1053 (green) / 1104 (blue) / 1141 (purple) / 1192 (gold)
rowspan=6 |Voidsteel/ Nightwood,CP90,918 (white) / 953 (green) / 989 (blue) / 1013 (purple) / 1048 (gold),1018 (white) / 1067 (green) / 1117 (blue) / 1154 (purple) / 1205 (gold)
