Item Type,Level,"Health, Magicka, and Stamina Recovered"
7Normal,7Fine,7Superior,7Epic,7Legendary
Pewter,1,40 (white) / 41 (green) / 42 (blue) / 44 (purple) / 45 (gold)
2,60 (white) / 62 (green) / 64 (blue) / 66 (purple) / 68 (gold)
3,70 (white) / 72 (green) / 75 (blue) / 77 (purple) / 80 (gold)
4,80 (white) / 82 (green) / 85 (blue) / 88 (purple) / 91 (gold)
5,100 (white) / 103 (green) / 107 (blue) / 110 (purple) / 114 (gold)
6,110 (white) / 113 (green) / 117 (blue) / 121 (purple) / 125 (gold)
7,120 (white) / 124 (green) / 128 (blue) / 132 (purple) / 137 (gold)
8,130 (white) / 134 (green) / 139 (blue) / 143 (purple) / 148 (gold)
9,140 (white) / 145 (green) / 150 (blue) / 155 (purple) / 160 (gold)
10,150 (white) / 155 (green) / 160 (blue) / 166 (purple) / 171 (gold)
11,160 (white) / 165 (green) / 171 (blue) / 177 (purple) / 182 (gold)
12,170 (white) / 176 (green) / 182 (blue) / 188 (purple) / 194 (gold)
13,180 (white) / 186 (green) / 192 (blue) / 199 (purple) / 205 (gold)
14,190 (white) / 196 (green) / 203 (blue) / 210 (purple) / 217 (gold)
15,200 (white) / 207 (green) / 214 (blue) / 221 (purple) / 228 (gold)
16,210 (white) / 217 (green) / 225 (blue) / 232 (purple) / 240 (gold)
17,220 (white) / 227 (green) / 235 (blue) / 243 (purple) / 251 (gold)
18,230 (white) / 238 (green) / 246 (blue) / 254 (purple) / 262 (gold)
19,240 (white) / 248 (green) / 257 (blue) / 265 (purple) / 274 (gold)
20,250 (white) / 258 (green) / 267 (blue) / 276 (purple) / 285 (gold)
21,260 (white) / 269 (green) / 278 (blue) / 287 (purple) / 297 (gold)
22,270 (white) / 279 (green) / 289 (blue) / 298 (purple) / 308 (gold)
23,280 (white) / 290 (green) / 300 (blue) / 310 (purple) / 320 (gold)
24,290 (white) / 300 (green) / 310 (blue) / 321 (purple) / 331 (gold)
25,300 (white) / 310 (green) / 321 (blue) / 332 (purple) / 342 (gold)
Copper,26,310 (white) / 321 (green) / 332 (blue) / 343 (purple) / 354 (gold)
27,320 (white) / 331 (green) / 342 (blue) / 354 (purple) / 365 (gold)
28,330 (white) / 341 (green) / 353 (blue) / 365 (purple) / 377 (gold)
29,340 (white) / 352 (green) / 364 (blue) / 376 (purple) / 388 (gold)
30,350 (white) / 362 (green) / 375 (blue) / 387 (purple) / 400 (gold)
31,360 (white) / 372 (green) / 385 (blue) / 398 (purple) / 411 (gold)
32,370 (white) / 383 (green) / 396 (blue) / 409 (purple) / 422 (gold)
33,380 (white) / 393 (green) / 407 (blue) / 420 (purple) / 434 (gold)
34,390 (white) / 403 (green) / 417 (blue) / 431 (purple) / 445 (gold)
35,400 (white) / 414 (green) / 428 (blue) / 442 (purple) / 457 (gold)
36,410 (white) / 424 (green) / 439 (blue) / 453 (purple) / 468 (gold)
37,420 (white) / 435 (green) / 450 (blue) / 465 (purple) / 480 (gold)
38,430 (white) / 445 (green) / 460 (blue) / 476 (purple) / 491 (gold)
39,440 (white) / 455 (green) / 471 (blue) / 487 (purple) / 502 (gold)
40,450 (white) / 466 (green) / 482 (blue) / 498 (purple) / 514 (gold)
41,460 (white) / 476 (green) / 492 (blue) / 509 (purple) / 525 (gold)
42,470 (white) / 486 (green) / 503 (blue) / 520 (purple) / 537 (gold)
43,480 (white) / 497 (green) / 514 (blue) / 531 (purple) / 548 (gold)
44,490 (white) / 507 (green) / 525 (blue) / 542 (purple) / 560 (gold)
45,500 (white) / 517 (green) / 535 (blue) / 553 (purple) / 571 (gold)
46,510 (white) / 528 (green) / 546 (blue) / 564 (purple) / 582 (gold)
47,520 (white) / 538 (green) / 557 (blue) / 575 (purple) / 594 (gold)
48,530 (white) / 548 (green) / 567 (blue) / 586 (purple) / 605 (gold)
49,540 (white) / 559 (green) / 578 (blue) / 597 (purple) / 617 (gold)
50,550 (white) / 569 (green) / 589 (blue) / 608 (purple) / 628 (gold)
Silver,CP10,550 (white) / 569 (green) / 589 (blue) / 608 (purple) / 628 (gold)
CP20,570 (white) / 590 (green) / 610 (blue) / 631 (purple) / 651 (gold)
CP30,580 (white) / 600 (green) / 621 (blue) / 642 (purple) / 662 (gold)
CP40,600 (white) / 621 (green) / 642 (blue) / 664 (purple) / 685 (gold)
CP50,610 (white) / 631 (green) / 653 (blue) / 675 (purple) / 697 (gold)
CP60,630 (white) / 652 (green) / 675 (blue) / 697 (purple) / 720 (gold)
CP70,640 (white) / 662 (green) / 685 (blue) / 708 (purple) / 731 (gold)
Electrum,CP80,660 (white) / 683 (green) / 707 (blue) / 730 (purple) / 754 (gold)
CP90,670 (white) / 693 (green) / 717 (blue) / 741 (purple) / 765 (gold)
CP100,690 (white) / 714 (green) / 739 (blue) / 763 (purple) / 788 (gold)
CP110,700 (white) / 725 (green) / 750 (blue) / 775 (purple) / 800 (gold)
CP120,720 (white) / 745 (green) / 771 (blue) / 797 (purple) / 822 (gold)
CP130,730 (white) / 756 (green) / 782 (blue) / 808 (purple) / 834 (gold)
CP140,750 (white) / 776 (green) / 803 (blue) / 830 (purple) / 857 (gold)
Platinum,CP150,760 (white) / 787 (green) / 814 (blue) / 841 (purple) / 868 (gold)
CP160,770 (white) / 800 (green) / 830 (blue) / 850 (purple) / 880 (gold)
