Dragonhold
Place,Boss/Quest,Set,Item Name,Description
Black Heights,Chiaroscuro Crossroads,Marauder's Haste,Paint-Stained Ring,A ring covered with small flecks of paint from the town of Black Heights.
Dragonguard Sanctum,The Dragon's Lair,Ancient Dragonguard,Ancient Dragonguard Sword,An ancient Dragonguard blade found among the ruins of the Dragonguard Sanctum. Whatever foundry produced it could likely be restored.
|Reformation,Dragonguard Elite,Signet of the Dragonguard,A ring given to the founding members of the new Dragonguard.
|Uneasy Alliances,Dragonguard Elite,Restored Dragonguard Helm,A restored helmet found within the armory of the Dragonguard Sanctum.
|Order of the New Moon,Dragonguard Elite,Ancient Dragonguard Bow,An intricately carved bow perfect for hunting Dragons.
|The Pride of Alkosh,Dragonguard Elite,Charged Akaviri Staff,A treasure found within the vaults of the Dragonguard Sanctum.
|The Dragonguard,Marauder's Haste,Talon of Nahfahlaar,A blade forged from a discarded talon of the Dragon Nahfahlaar.
|The Dark Aeon,Marauder's Haste,Aeonstone Weave,Armor forged from aeonstone by the Order of the New Moon.
|New Moon Rising,Dragonguard Elite,Dragonguard Battlemage Armor,A set of armor found in the Dragonguard Sanctum.
Forsaken Citadel,Dreams of the Forsaken,Senchal Defender,Forsaken Citadel Armor,"An Imperial cuirass, undamaged by time, recovered from the depths of the Topal Imperial Academy."
Moonlit Cove,Skooma Sequela,Marauder's Haste,Moonlit Cove Sash,A piece of armor blessed by the waters of Moonlit Cove.
Senchal Palace,Masterpieces,N/A,The Many Threads,"Cryptic notes from an Alfiq criminal, tracking his fellow thieves and their tapestry pieces."
|The Pride of Elsweyr,Senchal Defender,Eminence of Elsweyr,A medal of the highest honor bestowed by Queen Khamira for helping to save Elsweyr from a rage of Dragons.
South Guard Ruins,A Childhood in Flames,Senchal Defender,Flame-Kissed Shield,A shield scarred but made strong in the fires that ravaged South Guard.
