Weapon Name,Weapon Class,Set Name,Bonuses
The Master's Bow,,Bow,Caustic Arrow Perfected Caustic Arrow,(Normal version) (Perfected version)
The Master's Lightning Staff,,Destruction Staff,Destructive Impact Perfected Destructive Impact,(Normal version) (Perfected version)
The Master's Inferno Staff,
The Master's Ice Staff,
The Master's Restoration Staff,,Restoration Staff,Grand Rejuvenation Perfected Grand Rejuvenation,(Normal version) (Perfected version)
The Master's Axe,,One Hand and Shield,Puncturing Remedy Perfected Puncturing Remedy,(Normal version) (Perfected version)
The Master's Dagger,
The Master's Mace,
The Master's Sword,
The Master's Shield,
The Master's Axe,,Dual Wield,Stinging Slashes Perfected Stinging Slashes,(Normal version) (Perfect version)
The Master's Dagger,
The Master's Mace,
The Master's Sword,
The Master's Battle Axe,,Two Handed,Titanic Cleave Perfected Titanic Cleave,(Normal version) (Perfected version)
The Master's Greatsword,
The Master's Maul,
