rowspan=2 13Item Type,rowspan=2 13Level,Maximum Health,,Maximum Magicka and Stamina
13Normal,13Fine,13Superior,13Epic,13Legendary,13Normal,13Fine,13Superior,13Epic,13Legendary
Pewter,1,11 (white) / 38 (green) / 49 (blue) / 66 (purple) / 82 (gold),10 (white) / 35 (green) / 45 (blue) / 60 (purple) / 75 (gold)
4,33 (white) / 55 (green) / 66 (blue) / 82 (purple) / 99 (gold),30 (white) / 50 (green) / 60 (blue) / 75 (purple) / 90 (gold)
6,44 (white) / 66 (green) / 77 (blue) / 85 (purple) / 110 (gold),40 (white) / 60 (green) / 70 (blue) / 93 (purple) / 100 (gold)
8,55 (white) / 77 (green) / 88 (blue) / 104 (purple) / 121 (gold),50 (white) / 70 (green) / 80 (blue) / 95 (purple) / 110 (gold)
10,77 (white) / 88 (green) / 99 (blue) / 115 (purple) / 132 (gold),70 (white) / 80 (green) / 90 (blue) / 105 (purple) / 120 (gold)
12,88 (white) / 99 (green) / 110 (blue) / 126 (purple) / 143 (gold),80 (white) / 90 (green) / 100 (blue) / 115 (purple) / 130 (gold)
14,88 (white) / 110 (green) / 121 (blue) / 137 (purple) / 154 (gold),80 (white) / 100 (green) / 110 (blue) / 124 (purple) / 140 (gold)
16,99 (white) / 121 (green) / 132 (blue) / 148 (purple) / 165 (gold),90 (white) / 110 (green) / 120 (blue) / 135 (purple) / 150 (gold)
18,110 (white) / 132 (green) / 143 (blue) / 159 (purple) / 176 (gold),100 (white) / 120 (green) / 130 (blue) / 145 (purple) / 160 (gold)
20,132 (white) / 143 (green) / 154 (blue) / 170 (purple) / 187 (gold),120 (white) / 130 (green) / 140 (blue) / 155 (purple) / 170 (gold)
22,143 (white) / 154 (green) / 165 (blue) / 181 (purple) / 198 (gold),130 (white) / 140 (green) / 150 (blue) / 165 (purple) / 180 (gold)
24,143 (white) / 165 (green) / 176 (blue) / 192 (purple) / 209 (gold),130 (white) / 150 (green) / 160 (blue) / 175 (purple) / 190 (gold)
Copper,26,154 (white) / 176 (green) / 187 (blue) / 203 (purple) / 220 (gold),140 (white) / 160 (green) / 170 (blue) / 185 (purple) / 200 (gold)
28,165 (white) / 187 (green) / 198 (blue) / 214 (purple) / 231 (gold),150 (white) / 170 (green) / 180 (blue) / 195 (purple) / 210 (gold)
30,187 (white) / 198 (green) / 209 (blue) / 220 (purple) / 242 (gold),170 (white) / 180 (green) / 190 (blue) / 205 (purple) / 220 (gold)
32,198 (white) / 209 (green) / 220 (blue) / 236 (purple) / 253 (gold),180 (white) / 190 (green) / 200 (blue) / 215 (purple) / 230 (gold)
34,198 (white) / 220 (green) / 231 (blue) / 247 (purple) / 264 (gold),180 (white) / 200 (green) / 210 (blue) / 225 (purple) / 240 (gold)
36,209 (white) / 231 (green) / 242 (blue) / 258 (purple) / 275 (gold),190 (white) / 210 (green) / 220 (blue) / 235 (purple) / 250 (gold)
38,220 (white) / 242 (green) / 253 (blue) / 269 (purple) / 286 (gold),200 (white) / 220 (green) / 230 (blue) / 245 (purple) / 260 (gold)
40,231 (white) / 253 (green) / 264 (blue) / 280 (purple) / 297 (gold),210 (white) / 230 (green) / 240 (blue) / 255 (purple) / 270 (gold)
