In-game Image,Emote,Slash Command,In-game Description,Note
| Anchor,A 100px100px,,Admire Me,/admireme,Throw your arms wide to call attention to the fact that YOU are the most awesome being within three provinces!,"Available in the Crown Store for 500 from September 21, 2017 to early 2019, and from July 22-25, 2019. Available as a Superior-level reward in Anu vs Padomay Crown Crates."
| 100px-->,,Aerial Escapades,/aerialescapades,Show off your sleek airborne moves!,Available as an Epic-level reward in Ragebound Crown Crates.
|100px100px,,Air the Heir,/airtheheir,Grant refreshing relief to those around you by waving this graceful fan.,Acquired through purchase of the High Isle Collector's Edition.
|100px,,"Aldmeri Dominion Banner ""FOR THE QUEEN!""",/banneraldmeri,Display your alliance's banner with pride and honor!,Acquired during the Midyear Mayhem event.
|100px100px100px 100px100px,,Alik'r Shrieking Cheese,/shriekingcheese,"The name says it all! It's cheese, it's from Alik'r, and it shrieks. See for yourself!",Available as a Superior-level reward in Stonelore Crates.
|100px100px 100px100px,,Alinor Allemande,/alinorallemande,Dance with the courteous grace of the High Elves!,"Acquired as an Antiquity lead, found in Summerset."
|100px]] 100px100px,,Angry Dust Off,/angrydustoff,"Been through a bit of an adventure, eh? Time to dust off.",Available as a Superior-level reward in Gloomspore Crates.
|100px100px,,Apple Intimidation,/eatintimidate,"Stab that fruit! It deserves it. Then enjoy its sweet, sweet deliciousness.",Available as a Superior-level reward in Diamond Anniversary Crates.
|100px]]100px,,Apprentice's Flower Trick,/flowertrick,"You've practiced this for ages, or so it seems. Now let's see your mastery over … oh dear. No. That's not it. That's not it at all.","Available from Stream Team giveaways celebrating the release of the Gold Road chapter from June 4 to 9, 2024."
|100px100px 100px100px,,Apprentice's Idle Magic,/idlemagic,"""I thought I was kept busy before I became a mage's apprentice. Now, if I'm not learning something new, I have to practice. Every. Waking. Moment. No idle hands for me!""-Hreilund of Shad Astula",Available as an Epic-level reward in Order of the Lamp Crates.
|100px100px100px 100px100px,,Arachnophobia,/arachnophobia,Do you feel something? On your back? Is that a … spider?,Available as a Superior-level reward in Gloomspore Crates.
|,,Argonian Greeting,/arggreet,Displays a typical Black Marsh greeting gesture between tribal Argonians.,
|100px,,Arkay's Warding Gesture,/wardingsymbol,"The world can be an awful, terrible, no-good place filled with undead. Ward them all off with Arkay's help. (Caution: Does not actually ward off undead.)",Available as a Superior-level reward in New Moon Crates.
|100px100px100px 100px100px100px,,Arrow to the Knee,/arrowtoknee,Express all the angst and agony of taking an arrow to the knee!,Available as part of the Skyrim Emote Pack in the Greymoor Collector's Edition.
|100px,,Ash Hopper Chomp,/ashhopperchomp,"When prepared with care, an ash hopper's leg provides a savory eating experience that leaves you wanting more. So, what are you waiting for? Chomp down!",A collectible emote that was available as a Daily Reward for those who logged in for 21 days in October of 2023.
|100px,,Ashlander's Fungal Beat,/fungaldrum,Add a sweet beat to any area by pulling out your favorite shroom drum and playing a traditional Ashlander solo.,Available as a Legendary-level reward in Buoyant Armiger Crown Crates.
| Anchor,B 100px100px100px 100px100px100px,,Barkeep,/barkeep,Exhibit your mastery over proffering powerful potables in clean containers!,Available as a Superior-level reward in Ayleid Crates.
|100px100px,,Beachside Bask,/beachbask,Soak up the glorious sunlight on the beach!,Available by pre-ordering the 2025 Content Pass or 2025 Premium Edition.
|100px100px,,Beachside Drink,/beachdrink,"The sun is bright, the sky is clear, and you've nowhere you need to be. Time to relax and enjoy a cold drink on the beach.",Available by pre-ordering the 2025 Content Pass or 2025 Premium Edition.
,,Befuddled,/befuddled,What's going on here? Where am I? Express your total lack of comprehension with this bewildered emote.,
|100px100px100px,,Begone!,/begone,This intimidating display is sure to scare off even the bravest birds.,"Acquired by completing the quest ""Lost in the Gloam"" in Clockwork City Clockwork City."
|100px100px100px,,Belly Laugh,/bellylaugh,Express your hilarious mockery of another with this over-the-top laugh emotion.,Acquired through purchase of the Morrowind Collector's Edition.
|100px100px,,Bite Me,/biteme,An obvious request for a vampiric blessing.,Available as a Superior-level reward in Nightfall Crates.
|100px100px 100px100px,,Blademaster's Conundrum,/blademastersconundrum,"So many blades, so little time.",Available as an Epic-level reward in Dark Brotherhood Crates.
|100px100px100px 100px100px,,Blademaster's Taunt,/blademasterstaunt,Confidence and a blade will see you through many of life's most challenging moments.,Available as an Epic-level reward in Dark Brotherhood Crates.
|100px100px,,Blow Bubbles,/blowbubbles,"Pull out your wand, blow some bubbles, and watch them drift in the air.",Available as a Superior-level reward in Iron Atronach Crates.
|100px,,Boneshaped Handpan,/handpan,"Set the tempo for a proper celebration in the Green with this handpan crafted from bone. While the source of the bone may vary, all such instruments resonate similarly, allowing drummers to transition in and out of day-long performances smoothly.",Available as a Legendary-level reward in All-Maker Crates.
|100px100px,,Boozy Boot,/boozyboot,Need to slake a deep thirst? Partake of your favorite beverage the Lonely Troll way by quaffing a boot full of it!,Available as an Epic-level reward in Akaviri Potentate Crates.
|,,Brandish Lantern,/light,Shine light on all that is dark!,Available as an Epic-level reward in Hidden Kindred Crown Crates.
|100px,,Bright Moons Greeting,/brightmoons,"Sweep your hands into a gesture revering the moons, Jone and Jode, with this Khajiiti greeting.","Available as a Superior-level reward in Baandari Pedlar Crates. Available in the Crown Store for 500 or 400 for ESO Plus members from August 26 to 29, 2024."
|,,Bright-Throat Greeting,/greetbrightthroat,Express your hope for understanding among all beings by using the Bright Throat tribe's greeting.,
|100px100px100px,,Bull Horns,/bullhorns,Channel your inner bull.,Acquired when entering either the Falkreath Hold or Bloodroot Forge dungeons for the first time.
|100px100px 100px100px,,Bumbling Artificer,/bumble,"Oh, hey, what's this uh. Oops. You didn't see that. That didn't just happen.",Available as a Superior-level reward in Celestial Crates.
| Anchor,C,,Cardsharp,/cardsharp,A dexterous display of deck division and distribution!,"Acquired by completing the quest ""The Tournament Begins"" in High Isle."
|100px100px100px 100px100px100px 100px100px100px 100px100px100px 100px100px100px,,Carnaval Fan Dance,/dancefan,Let the festive frenzy within you burst forth!,Available as a Legendary-level reward in Carnaval Crates.
|100px100px100px 100px100px100px 100px100px100px 100px100px100px,,Carnaval Festive Dance,/dancefestive,"Let the rhythm of Sanguine's everlasting carnaval possess your mind, body, and spirit!",Available as a Legendary-level reward in Carnaval Crates.
|100px,,Cat Contemplation,/catcontemplation,"Contemplate the Lunar Lattice like a true Khajiit, thinking deep feline thoughts and totally not taking a cat nap.",Acquired through purchase of the Elsweyr Collector's Edition.
